transaction_id,transaction_date,customer_id,customer_gender,customer_age_group,customer_segment,product_id,product_name,category,brand,quantity,unit_price,discount_pct,sales_amount,payment_method,sales_channel,region
T0075024,2025-03-08,C020757,Female,35-44,Returning,P1032,Milk,Groceries,Brand 2,1,89.41,10,80.47,Debit Card,In-Store,North
T0075025,2024-01-26,C024252,Male,45-54,New,P1051,Moisturizer,Beauty,Brand 3,1,484.94,5,460.69,Debit Card,In-Store,Central
T0075026,2024-11-28,C010461,Other,45-54,Loyal,P1081,Football,Sports,Brand 3,2,432.24,0,864.48,Gift Card,In-Store,East
T0075027,2025-08-07,C020018,Female,35-44,Loyal,P1061,Bedsheet,Home,Brand 1,3,197.4,15,503.37,Debit Card,Online,West
T0075028,2024-02-15,C006245,Other,18-24,Loyal,P1004,Headphones,Electronics,Brand 1,1,301.34,15,256.14,Cash,Mobile App,Central
T0075029,2025-07-26,C009440,Female,35-44,Loyal,P1057,Perfume,Beauty,Brand 3,1,48.8,10,43.92,Credit Card,Mobile App,North
T0075030,2025-10-18,C023809,Female,45-54,Returning,P1047,Shampoo,Beauty,Brand 2,5,159.3,0,796.5,PayPal,Mobile App,Central
T0075031,2024-09-12,C001303,Male,18-24,Returning,P1026,Dress,Clothing,Brand 2,1,393.66,0,393.66,Gift Card,Online,North
T0075032,2025-01-01,C018576,Male,25-34,New,P1078,Yoga Mat,Sports,Brand 3,1,41.65,0,41.65,Credit Card,Online,East
T0075033,2025-01-26,C001558,Other,25-34,New,P1104,Building Blocks,Toys,Brand 2,1,256.74,5,243.9,Credit Card,Mobile App,North
T0075034,2025-11-27,C010780,Other,18-24,VIP,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,Debit Card,Mobile App,North
T0075035,2025-04-20,C019364,Other,55+,New,P1104,Building Blocks,Toys,Brand 2,1,256.74,0,256.74,Credit Card,Online,South
T0075036,2025-01-21,C000585,Female,25-34,Loyal,P1083,Dumbbells,Sports,Brand 2,1,168.79,20,135.03,PayPal,Mobile App,South
T0075037,2025-09-17,C014178,Female,18-24,VIP,P1067,Cookware Set,Home,Brand 1,4,74.76,0,299.04,Credit Card,Online,Central
T0075038,2024-06-23,C011714,Male,35-44,New,P1080,Football,Sports,Brand 2,2,62.36,0,124.72,Debit Card,In-Store,East
T0075039,2024-12-02,C020611,Male,18-24,Loyal,P1026,Dress,Clothing,Brand 2,1,393.66,0,393.66,Credit Card,Online,North
T0075040,2024-06-13,C002259,Female,25-34,Loyal,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,PayPal,Online,East
T0075041,2024-03-09,C024579,Female,18-24,Returning,P1010,Smartwatch,Electronics,Brand 1,1,355.5,0,355.5,Debit Card,In-Store,North
T0075042,2024-10-12,C017395,Other,35-44,Loyal,P1062,Bedsheet,Home,Brand 2,1,139.32,20,111.46,Credit Card,In-Store,South
T0075043,2025-05-03,C017376,Other,18-24,Returning,P1021,Jeans,Clothing,Brand 3,1,307.87,15,261.69,Gift Card,Mobile App,Central
T0075044,2024-08-11,C011310,Female,18-24,VIP,P1045,Cereal,Groceries,Brand 3,1,133.1,0,133.1,Debit Card,Mobile App,North
T0075045,2025-07-25,C016113,Other,18-24,Returning,P1056,Perfume,Beauty,Brand 2,1,461.33,30,322.93,Gift Card,Online,West
T0075046,2025-05-08,C019064,Other,25-34,Loyal,P1114,Notebook,Books,Brand 3,1,405.02,0,405.02,PayPal,Online,Central
T0075047,2024-03-12,C017274,Female,55+,New,P1003,Smartphone,Electronics,Brand 3,1,367.34,0,367.34,Cash,In-Store,North
T0075048,2025-06-19,C002250,Other,45-54,Returning,P1036,Bread,Groceries,Brand 3,3,405.16,0,1215.48,Credit Card,In-Store,West
T0075049,2025-03-17,C011701,Female,35-44,New,P1071,Storage Box,Home,Brand 2,2,387.26,15,658.34,Gift Card,Mobile App,West
T0075050,2024-04-17,C004456,Male,45-54,VIP,P1074,Towel,Home,Brand 2,5,408.65,25,1532.44,Cash,Online,West
T0075051,2025-10-30,C014534,Female,18-24,New,P1037,Rice,Groceries,Brand 1,1,155.78,0,155.78,Gift Card,Online,West
T0075052,2025-08-27,C016960,Female,55+,VIP,P1067,Cookware Set,Home,Brand 1,2,74.76,0,149.52,Credit Card,In-Store,West
T0075053,2024-06-09,C000999,Female,18-24,VIP,P1031,Milk,Groceries,Brand 1,1,305.73,25,229.3,Gift Card,Online,Central
T0075054,2024-10-02,C003831,Female,35-44,Returning,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95.0,0,95.0,Debit Card,Online,East
T0075055,2025-06-13,C019137,Female,45-54,New,P1103,Building Blocks,Toys,Brand 1,1,160.61,5,152.58,Credit Card,Online,West
T0075056,2024-02-01,C022072,Male,45-54,VIP,P1003,Smartphone,Electronics,Brand 3,1,367.34,15,312.24,Credit Card,In-Store,South
T0075057,2025-03-17,C004045,Male,45-54,Loyal,P1001,Smartphone,Electronics,Brand 1,3,190.4,0,571.2,Credit Card,Mobile App,North
T0075058,2025-10-05,C024721,Male,45-54,VIP,P1023,Jacket,Clothing,Brand 2,3,149.61,30,314.18,Debit Card,Mobile App,East
T0075059,2024-05-14,C024842,Male,25-34,Returning,P1031,Milk,Groceries,Brand 1,3,305.73,15,779.61,Gift Card,Mobile App,South
T0075060,2024-04-25,C012898,Male,55+,VIP,P1047,Shampoo,Beauty,Brand 2,1,159.3,5,151.34,Credit Card,Mobile App,South
T0075061,2025-04-05,C015242,Female,45-54,Returning,P1117,Textbook,Books,Brand 3,2,402.82,0,805.64,PayPal,Mobile App,East
T0075062,2024-08-24,C009699,Other,45-54,Loyal,P1118,Children Book,Books,Brand 1,5,97.35,0,486.75,Gift Card,In-Store,East
T0075063,2025-08-09,C010658,Other,25-34,Returning,P1081,Football,Sports,Brand 3,1,432.24,0,432.24,Gift Card,In-Store,North
T0075064,2024-11-06,C004928,Other,35-44,Loyal,P1093,Puzzle,Toys,Brand 3,2,381.59,0,763.18,Gift Card,Online,South
T0075065,2024-11-06,C012083,Female,55+,Returning,P1031,Milk,Groceries,Brand 1,1,305.73,0,305.73,Gift Card,In-Store,West
T0075066,2024-03-16,C010401,Other,35-44,VIP,P1050,Moisturizer,Beauty,Brand 2,3,96.5,15,246.07,Debit Card,Mobile App,East
T0075067,2025-09-11,C000652,Other,45-54,New,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,Credit Card,In-Store,North
T0075068,2025-09-24,C010468,Male,45-54,VIP,P1003,Smartphone,Electronics,Brand 3,1,367.34,0,367.34,PayPal,In-Store,Central
T0075069,2025-01-15,C009861,Female,45-54,Returning,P1036,Bread,Groceries,Brand 3,1,405.16,0,405.16,Debit Card,Mobile App,South
T0075070,2024-06-09,C000598,Male,55+,VIP,P1006,Headphones,Electronics,Brand 3,1,82.22,5,78.11,Debit Card,Online,West
T0075071,2024-10-22,C014593,Female,55+,New,P1027,Dress,Clothing,Brand 3,1,103.84,20,83.07,Debit Card,Mobile App,East
T0075072,2025-06-05,C022135,Other,18-24,Returning,P1093,Puzzle,Toys,Brand 3,1,381.59,10,343.43,Cash,Online,Central
T0075073,2024-04-06,C010733,Other,55+,Returning,P1034,Bread,Groceries,Brand 1,1,474.7,20,379.76,Gift Card,Online,Central
T0075074,2025-08-25,C012787,Male,45-54,VIP,P1062,Bedsheet,Home,Brand 2,3,139.32,15,355.27,PayPal,In-Store,North
T0075075,2025-11-24,C011733,Female,18-24,Returning,P1107,Novel,Books,Brand 2,5,208.14,0,1040.7,Gift Card,Mobile App,North
T0075076,2024-08-11,C013372,Female,25-34,Loyal,P1108,Novel,Books,Brand 3,1,379.0,0,379.0,Cash,Online,South
T0075077,2025-12-02,C016060,Female,18-24,Loyal,P1006,Headphones,Electronics,Brand 3,2,82.22,5,156.22,Cash,In-Store,Central
T0075078,2025-07-09,C000874,Female,18-24,VIP,P1089,Water Bottle,Sports,Brand 2,4,444.17,10,1599.01,Credit Card,In-Store,North
T0075079,2024-10-10,C007665,Female,45-54,VIP,P1029,Sneakers,Clothing,Brand 2,1,298.25,0,298.25,Cash,Online,East
T0075080,2024-04-19,C001008,Other,35-44,New,P1116,Textbook,Books,Brand 2,1,436.37,0,436.37,Debit Card,Mobile App,East
T0075081,2024-06-10,C009937,Other,55+,Loyal,P1109,Cookbook,Books,Brand 1,1,118.26,0,118.26,Gift Card,Mobile App,East
T0075082,2024-07-19,C007564,Other,35-44,VIP,P1064,Lamp,Home,Brand 1,3,181.59,5,517.53,PayPal,Mobile App,East
T0075083,2025-04-09,C012678,Other,18-24,Returning,P1034,Bread,Groceries,Brand 1,1,474.7,0,474.7,Debit Card,Mobile App,Central
T0075084,2024-01-12,C010162,Other,55+,New,P1064,Lamp,Home,Brand 1,1,181.59,0,181.59,Cash,Mobile App,South
T0075085,2025-06-10,C004959,Other,55+,Loyal,P1025,Dress,Clothing,Brand 1,1,230.75,0,230.75,PayPal,In-Store,Central
T0075086,2025-03-01,C004928,Female,45-54,VIP,P1085,Running Shoes,Sports,Brand 1,1,158.94,10,143.05,Debit Card,Mobile App,West
T0075087,2025-07-23,C004739,Other,18-24,Loyal,P1071,Storage Box,Home,Brand 2,1,387.26,20,309.81,PayPal,In-Store,West
T0075088,2025-04-28,C001903,Male,25-34,New,P1070,Storage Box,Home,Brand 1,1,493.51,0,493.51,PayPal,In-Store,East
T0075089,2024-11-14,C006738,Male,55+,New,P1031,Milk,Groceries,Brand 1,1,305.73,0,305.73,Cash,Mobile App,South
T0075090,2025-03-30,C009962,Other,18-24,VIP,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,Debit Card,Mobile App,East
T0075091,2024-01-12,C017400,Other,25-34,New,P1063,Bedsheet,Home,Brand 3,2,415.23,0,830.46,Gift Card,Online,North
T0075092,2025-01-25,C005760,Male,45-54,Loyal,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95.0,20,76.0,PayPal,Mobile App,East
T0075093,2024-12-15,C015583,Other,55+,VIP,P1079,Football,Sports,Brand 1,1,182.44,0,182.44,Credit Card,Mobile App,East
T0075094,2025-07-30,C013052,Female,35-44,Loyal,P1025,Dress,Clothing,Brand 1,1,230.75,0,230.75,PayPal,Mobile App,Central
T0075095,2025-01-06,C021838,Female,18-24,Returning,P1065,Lamp,Home,Brand 2,1,144.06,0,144.06,Credit Card,Online,Central
T0075096,2024-11-09,C013592,Male,35-44,Loyal,P1013,Bluetooth Speaker,Electronics,Brand 1,2,417.06,10,750.71,Cash,Mobile App,Central
T0075097,2025-01-24,C010188,Female,55+,New,P1101,Doll,Toys,Brand 2,1,20.56,0,20.56,Credit Card,Mobile App,East
T0075098,2024-12-01,C000786,Female,45-54,VIP,P1052,Lipstick,Beauty,Brand 1,2,388.69,0,777.38,Credit Card,In-Store,Central
T0075099,2025-01-12,C015422,Female,35-44,New,P1016,T-Shirt,Clothing,Brand 1,1,95.79,10,86.21,Gift Card,Online,Central
T0075100,2025-12-16,C021014,Female,18-24,VIP,P1007,Laptop,Electronics,Brand 1,2,33.75,10,60.75,Cash,Online,East
T0075101,2024-09-03,C001380,Other,45-54,VIP,P1063,Bedsheet,Home,Brand 3,1,415.23,10,373.71,PayPal,Mobile App,North
T0075102,2025-10-04,C012894,Male,45-54,VIP,P1110,Cookbook,Books,Brand 2,1,43.11,0,43.11,PayPal,Online,North
T0075103,2025-07-16,C002000,Male,25-34,VIP,P1062,Bedsheet,Home,Brand 2,1,139.32,0,139.32,Credit Card,In-Store,North
T0075104,2025-02-15,C008320,Male,18-24,Loyal,P1019,Jeans,Clothing,Brand 1,3,218.81,0,656.43,Gift Card,In-Store,West
T0075105,2025-08-28,C019847,Male,45-54,Returning,P1101,Doll,Toys,Brand 2,2,20.56,0,41.12,Gift Card,In-Store,West
T0075106,2025-09-27,C014854,Female,45-54,New,P1112,Notebook,Books,Brand 1,1,84.8,5,80.56,Credit Card,In-Store,Central
T0075107,2024-04-01,C009539,Other,35-44,New,P1100,Doll,Toys,Brand 1,1,58.41,0,58.41,Debit Card,Mobile App,Central
T0075108,2025-09-18,C009774,Female,35-44,Loyal,P1026,Dress,Clothing,Brand 2,1,393.66,0,393.66,PayPal,Online,Central
T0075109,2025-09-12,C014791,Other,35-44,Loyal,P1069,Cookware Set,Home,Brand 3,1,41.9,0,41.9,PayPal,Online,South
T0075110,2025-10-31,C004321,Other,18-24,Returning,P1016,T-Shirt,Clothing,Brand 1,2,95.79,0,191.58,Cash,In-Store,North
T0075111,2024-07-18,C007978,Female,18-24,VIP,P1058,Sunscreen,Beauty,Brand 1,1,102.01,20,81.61,Gift Card,Online,East
T0075112,2025-07-21,C022786,Male,35-44,VIP,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,Debit Card,Mobile App,West
T0075113,2024-12-16,C011274,Male,45-54,Loyal,P1020,Jeans,Clothing,Brand 2,2,149.16,10,268.49,Cash,In-Store,South
T0075114,2024-10-13,C006862,Male,45-54,VIP,P1050,Moisturizer,Beauty,Brand 2,1,96.5,0,96.5,Gift Card,Mobile App,South
T0075115,2024-08-14,C003480,Other,18-24,Returning,P1068,Cookware Set,Home,Brand 2,1,402.09,0,402.09,Credit Card,Online,West
T0075116,2024-04-27,C014744,Other,55+,Loyal,P1008,Laptop,Electronics,Brand 2,1,433.76,0,433.76,Debit Card,In-Store,North
T0075117,2025-01-12,C020868,Other,45-54,Returning,P1020,Jeans,Clothing,Brand 2,2,149.16,0,298.32,Gift Card,Online,South
T0075118,2024-07-25,C006801,Male,55+,VIP,P1061,Bedsheet,Home,Brand 1,2,197.4,10,355.32,Gift Card,In-Store,South
T0075119,2025-02-25,C011395,Female,45-54,VIP,P1041,Coffee,Groceries,Brand 2,1,65.41,15,55.6,Gift Card,Mobile App,North
T0075120,2024-11-09,C010721,Other,45-54,Loyal,P1033,Milk,Groceries,Brand 3,2,37.2,0,74.4,Debit Card,In-Store,Central
T0075121,2024-12-18,C001138,Male,18-24,Loyal,P1037,Rice,Groceries,Brand 1,1,155.78,0,155.78,Cash,In-Store,South
T0075122,2025-10-22,C007051,Male,55+,Loyal,P1082,Dumbbells,Sports,Brand 1,1,313.53,5,297.85,PayPal,In-Store,Central
T0075123,2024-12-27,C007337,Other,25-34,VIP,P1110,Cookbook,Books,Brand 2,2,43.11,15,73.29,Cash,Online,West
T0075124,2024-12-22,C008579,Female,35-44,VIP,P1093,Puzzle,Toys,Brand 3,1,381.59,0,381.59,Cash,In-Store,South
T0075125,2024-05-17,C010394,Male,35-44,VIP,P1081,Football,Sports,Brand 3,2,432.24,10,778.03,PayPal,In-Store,West
T0075126,2024-04-06,C008275,Female,55+,VIP,P1042,Coffee,Groceries,Brand 3,2,250.11,0,500.22,Cash,Mobile App,Central
T0075127,2025-03-25,C012926,Female,18-24,VIP,P1049,Moisturizer,Beauty,Brand 1,1,275.62,0,275.62,Cash,Online,North
T0075128,2025-03-07,C003328,Male,25-34,Returning,P1103,Building Blocks,Toys,Brand 1,1,160.61,0,160.61,Gift Card,In-Store,East
T0075129,2025-02-07,C019584,Male,18-24,Loyal,P1050,Moisturizer,Beauty,Brand 2,4,96.5,30,270.2,Debit Card,Online,East
T0075130,2025-05-01,C017818,Other,55+,Returning,P1066,Lamp,Home,Brand 3,1,273.63,20,218.9,PayPal,Mobile App,East
T0075131,2024-08-25,C019545,Other,45-54,New,P1028,Sneakers,Clothing,Brand 1,1,259.55,10,233.6,Gift Card,Mobile App,East
T0075132,2024-02-19,C017357,Female,45-54,Returning,P1078,Yoga Mat,Sports,Brand 3,1,41.65,15,35.4,PayPal,In-Store,South
T0075133,2025-07-07,C012046,Other,25-34,New,P1061,Bedsheet,Home,Brand 1,1,197.4,10,177.66,PayPal,Online,North
T0075134,2025-05-26,C023683,Female,25-34,Loyal,P1078,Yoga Mat,Sports,Brand 3,2,41.65,0,83.3,Cash,In-Store,Central
T0075135,2024-08-05,C011947,Female,35-44,VIP,P1111,Cookbook,Books,Brand 3,1,148.43,5,141.01,Gift Card,Online,East
T0075136,2024-02-27,C022622,Other,18-24,Loyal,P1111,Cookbook,Books,Brand 3,2,148.43,5,282.02,Cash,Online,West
T0075137,2025-11-10,C020059,Male,25-34,VIP,P1017,T-Shirt,Clothing,Brand 2,1,155.6,0,155.6,PayPal,Mobile App,East
T0075138,2024-11-24,C016270,Female,18-24,Loyal,P1022,Jacket,Clothing,Brand 1,2,74.05,0,148.1,Cash,Mobile App,North
T0075139,2024-12-20,C022405,Other,55+,New,P1001,Smartphone,Electronics,Brand 1,1,190.4,0,190.4,PayPal,In-Store,South
T0075140,2025-11-23,C007939,Female,25-34,Loyal,P1114,Notebook,Books,Brand 3,1,405.02,0,405.02,Cash,Mobile App,North
T0075141,2024-01-18,C013355,Male,55+,New,P1086,Running Shoes,Sports,Brand 2,1,165.97,0,165.97,Credit Card,In-Store,Central
T0075142,2025-08-11,C000906,Female,45-54,Returning,P1082,Dumbbells,Sports,Brand 1,2,313.53,15,533.0,Credit Card,Online,North
T0075143,2025-05-18,C024406,Other,45-54,Loyal,P1076,Yoga Mat,Sports,Brand 1,2,365.86,0,731.72,PayPal,Online,South
T0075144,2024-03-26,C023406,Male,55+,New,P1109,Cookbook,Books,Brand 1,1,118.26,0,118.26,Credit Card,Mobile App,South
T0075145,2025-08-18,C000116,Female,35-44,Returning,P1094,Toy Car,Toys,Brand 1,5,282.83,0,1414.15,Debit Card,Mobile App,Central
T0075146,2025-12-18,C002622,Male,25-34,VIP,P1030,Sneakers,Clothing,Brand 3,2,27.99,0,55.98,Cash,Online,North
T0075147,2024-12-17,C001372,Male,45-54,Returning,P1007,Laptop,Electronics,Brand 1,2,33.75,0,67.5,PayPal,In-Store,Central
T0075148,2024-08-27,C018528,Male,45-54,Loyal,P1013,Bluetooth Speaker,Electronics,Brand 1,1,417.06,0,417.06,Debit Card,Mobile App,Central
T0075149,2025-10-20,C021069,Other,18-24,VIP,P1067,Cookware Set,Home,Brand 1,1,74.76,10,67.28,Debit Card,Online,North
T0075150,2025-09-23,C002690,Other,18-24,Returning,P1077,Yoga Mat,Sports,Brand 2,1,386.78,0,386.78,Gift Card,Online,South
T0075151,2024-05-28,C008428,Male,55+,Loyal,P1038,Rice,Groceries,Brand 2,3,53.35,10,144.05,Gift Card,In-Store,South
T0075152,2024-10-27,C017501,Female,45-54,New,P1048,Shampoo,Beauty,Brand 3,2,262.43,0,524.86,Cash,In-Store,Central
T0075153,2025-07-04,C015865,Other,45-54,Loyal,P1050,Moisturizer,Beauty,Brand 2,2,96.5,0,193.0,Debit Card,Mobile App,North
T0075154,2024-09-03,C019680,Male,35-44,New,P1112,Notebook,Books,Brand 1,2,84.8,0,169.6,Debit Card,Online,West
T0075155,2025-09-22,C001618,Other,55+,New,P1021,Jeans,Clothing,Brand 3,1,307.87,10,277.08,PayPal,Mobile App,North
T0075156,2025-04-12,C016442,Male,55+,Loyal,P1024,Jacket,Clothing,Brand 3,2,186.35,15,316.79,PayPal,Mobile App,Central
T0075157,2024-12-14,C005074,Other,25-34,New,P1066,Lamp,Home,Brand 3,1,273.63,0,273.63,Cash,Online,North
T0075158,2024-01-05,C001001,Female,18-24,VIP,P1011,Smartwatch,Electronics,Brand 2,3,15.19,0,45.57,Gift Card,Mobile App,West
T0075159,2024-01-23,C020336,Other,55+,New,P1043,Cereal,Groceries,Brand 1,2,22.02,0,44.04,PayPal,Online,East
T0075160,2025-10-09,C015940,Other,35-44,Returning,P1113,Notebook,Books,Brand 2,1,465.2,25,348.9,PayPal,Mobile App,West
T0075161,2025-05-26,C008372,Other,18-24,New,P1019,Jeans,Clothing,Brand 1,1,218.81,5,207.87,Debit Card,In-Store,West
T0075162,2024-12-31,C004812,Female,25-34,New,P1003,Smartphone,Electronics,Brand 3,1,367.34,20,293.87,Debit Card,In-Store,West
T0075163,2024-02-05,C022290,Female,35-44,VIP,P1014,Bluetooth Speaker,Electronics,Brand 2,2,110.11,0,220.22,Credit Card,Mobile App,West
T0075164,2025-12-22,C013607,Male,18-24,Returning,P1001,Smartphone,Electronics,Brand 1,1,190.4,0,190.4,Gift Card,Mobile App,East
T0075165,2025-07-28,C021016,Male,55+,Loyal,P1026,Dress,Clothing,Brand 2,1,393.66,0,393.66,Credit Card,In-Store,East
T0075166,2025-08-13,C012760,Other,35-44,Loyal,P1089,Water Bottle,Sports,Brand 2,2,444.17,0,888.34,PayPal,In-Store,East
T0075167,2025-03-12,C018308,Female,55+,New,P1006,Headphones,Electronics,Brand 3,1,82.22,5,78.11,Gift Card,Mobile App,Central
T0075168,2025-09-04,C002678,Female,25-34,Returning,P1047,Shampoo,Beauty,Brand 2,1,159.3,0,159.3,PayPal,Mobile App,Central
T0075169,2024-11-12,C006035,Other,35-44,Returning,P1037,Rice,Groceries,Brand 1,1,155.78,15,132.41,Gift Card,In-Store,South
T0075170,2025-06-23,C018248,Other,35-44,Loyal,P1023,Jacket,Clothing,Brand 2,2,149.61,10,269.3,Credit Card,In-Store,North
T0075171,2025-12-21,C000616,Other,18-24,New,P1039,Rice,Groceries,Brand 3,2,343.7,0,687.4,Credit Card,Mobile App,North
T0075172,2024-03-26,C018366,Other,18-24,New,P1090,Water Bottle,Sports,Brand 3,2,238.75,0,477.5,Debit Card,Mobile App,Central
T0075173,2025-01-07,C024082,Male,45-54,VIP,P1079,Football,Sports,Brand 1,1,182.44,0,182.44,Cash,Mobile App,West
T0075174,2024-09-22,C021522,Female,55+,New,P1014,Bluetooth Speaker,Electronics,Brand 2,1,110.11,0,110.11,Gift Card,Online,South
T0075175,2025-02-28,C010085,Other,25-34,New,P1049,Moisturizer,Beauty,Brand 1,1,275.62,0,275.62,Gift Card,Online,North
T0075176,2025-09-16,C013461,Male,18-24,New,P1038,Rice,Groceries,Brand 2,1,53.35,0,53.35,Gift Card,Online,West
T0075177,2025-03-21,C024649,Other,25-34,Loyal,P1097,Board Game,Toys,Brand 1,2,263.75,0,527.5,Cash,Online,North
T0075178,2025-12-06,C010079,Female,45-54,Returning,P1100,Doll,Toys,Brand 1,4,58.41,15,198.59,PayPal,Online,East
T0075179,2025-02-17,C008010,Other,45-54,VIP,P1001,Smartphone,Electronics,Brand 1,1,190.4,20,152.32,Cash,Online,South
T0075180,2025-09-21,C005655,Male,45-54,Returning,P1119,Children Book,Books,Brand 2,1,446.82,0,446.82,Cash,Online,South
T0075181,2024-12-07,C007528,Other,25-34,Loyal,P1017,T-Shirt,Clothing,Brand 2,2,155.6,15,264.52,Cash,In-Store,West
T0075182,2025-12-04,C011654,Female,25-34,Returning,P1031,Milk,Groceries,Brand 1,2,305.73,10,550.31,Cash,Online,North
T0075183,2024-04-09,C012951,Male,25-34,VIP,P1019,Jeans,Clothing,Brand 1,1,218.81,0,218.81,Debit Card,Mobile App,East
T0075184,2025-09-09,C023952,Female,45-54,Loyal,P1088,Water Bottle,Sports,Brand 1,3,320.59,0,961.77,Debit Card,In-Store,Central
T0075185,2024-09-17,C004564,Other,18-24,Loyal,P1056,Perfume,Beauty,Brand 2,1,461.33,10,415.2,PayPal,In-Store,East
T0075186,2025-02-13,C013006,Male,18-24,Loyal,P1005,Headphones,Electronics,Brand 2,1,82.23,0,82.23,Cash,Online,East
T0075187,2024-11-17,C000372,Female,18-24,VIP,P1090,Water Bottle,Sports,Brand 3,1,238.75,0,238.75,PayPal,Mobile App,North
T0075188,2025-04-25,C004889,Male,55+,VIP,P1099,Board Game,Toys,Brand 3,1,17.58,0,17.58,Gift Card,Mobile App,West
T0075189,2025-04-04,C008412,Female,55+,New,P1113,Notebook,Books,Brand 2,2,465.2,0,930.4,PayPal,In-Store,South
T0075190,2024-04-25,C013522,Male,45-54,New,P1060,Sunscreen,Beauty,Brand 3,1,166.04,0,166.04,Cash,In-Store,East
T0075191,2025-09-25,C005861,Female,45-54,New,P1015,Bluetooth Speaker,Electronics,Brand 3,1,95.0,0,95.0,Gift Card,Online,North
T0075192,2024-11-30,C023522,Other,35-44,Loyal,P1055,Perfume,Beauty,Brand 1,1,300.96,0,300.96,PayPal,Mobile App,North
T0075193,2025-01-21,C002615,Female,45-54,Loyal,P1090,Water Bottle,Sports,Brand 3,1,238.75,15,202.94,PayPal,In-Store,West
T0075194,2024-10-06,C007570,Male,45-54,Loyal,P1076,Yoga Mat,Sports,Brand 1,1,365.86,0,365.86,PayPal,Online,Central
T0075195,2024-06-21,C007234,Other,25-34,Loyal,P1073,Towel,Home,Brand 1,1,7.73,0,7.73,Cash,Online,West
T0075196,2025-12-02,C013349,Female,35-44,Returning,P1063,Bedsheet,Home,Brand 3,1,415.23,0,415.23,Cash,Mobile App,West
T0075197,2024-07-10,C024854,Male,25-34,Returning,P1001,Smartphone,Electronics,Brand 1,3,190.4,0,571.2,Cash,In-Store,East
T0075198,2024-08-25,C024613,Female,25-34,New,P1056,Perfume,Beauty,Brand 2,2,461.33,5,876.53,Debit Card,Online,South
T0075199,2025-05-24,C016678,Other,18-24,Returning,P1049,Moisturizer,Beauty,Brand 1,4,275.62,0,1102.48,Cash,In-Store,North
T0075200,2024-02-18,C019955,Male,35-44,Loyal,P1029,Sneakers,Clothing,Brand 2,1,298.25,0,298.25,PayPal,Mobile App,Central
T0075201,2025-07-24,C022471,Other,18-24,Loyal,P1074,Towel,Home,Brand 2,1,408.65,5,388.22,Debit Card,Mobile App,Central
T0075202,2025-09-08,C004038,Other,18-24,Returning,P1098,Board Game,Toys,Brand 2,2,216.63,0,433.26,Credit Card,In-Store,East
T0075203,2024-10-13,C009189,Other,35-44,Loyal,P1003,Smartphone,Electronics,Brand 3,1,367.34,5,348.97,Cash,In-Store,North
T0075204,2025-04-22,C000174,Female,55+,Loyal,P1044,Cereal,Groceries,Brand 2,1,455.11,20,364.09,PayPal,In-Store,North
T0075205,2024-06-01,C002703,Male,45-54,New,P1053,Lipstick,Beauty,Brand 2,1,470.05,10,423.05,Debit Card,Online,Central
T0075206,2024-06-30,C011048,Other,25-34,Returning,P1044,Cereal,Groceries,Brand 2,1,455.11,25,341.33,Credit Card,Mobile App,South
T0075207,2024-03-07,C015394,Female,18-24,Loyal,P1040,Coffee,Groceries,Brand 1,1,222.88,0,222.88,Gift Card,Online,West
T0075208,2024-05-11,C019025,Male,25-34,Returning,P1085,Running Shoes,Sports,Brand 1,1,158.94,0,158.94,Cash,Online,East
T0075209,2025-05-23,C008603,Other,45-54,Loyal,P1078,Yoga Mat,Sports,Brand 3,1,41.65,0,41.65,Debit Card,Mobile App,West
T0075210,2024-03-03,C017137,Female,55+,New,P1054,Lipstick,Beauty,Brand 3,1,447.94,20,358.35,Credit Card,Mobile App,Central
T0075211,2025-05-24,C015481,Female,35-44,New,P1066,Lamp,Home,Brand 3,1,273.63,15,232.59,Cash,Mobile App,East
T0075212,2025-12-14,C008521,Other,35-44,New,P1076,Yoga Mat,Sports,Brand 1,2,365.86,10,658.55,Cash,Online,South
T0075213,2024-09-18,C018597,Female,45-54,New,P1024,Jacket,Clothing,Brand 3,2,186.35,0,372.7,Cash,Mobile App,West
T0075214,2024-12-19,C023045,Other,55+,VIP,P1045,Cereal,Groceries,Brand 3,2,133.1,10,239.58,Credit Card,Mobile App,South
T0075215,2025-07-30,C014040,Female,25-34,New,P1037,Rice,Groceries,Brand 1,1,155.78,0,155.78,Cash,Mobile App,West
T0075216,2024-07-22,C012066,Male,55+,VIP,P1065,Lamp,Home,Brand 2,2,144.06,20,230.5,PayPal,Mobile App,North
T0075217,2024-06-04,C013993,Male,25-34,Loyal,P1036,Bread,Groceries,Brand 3,1,405.16,0,405.16,Gift Card,In-Store,South
T0075218,2025-07-17,C008646,Female,18-24,New,P1025,Dress,Clothing,Brand 1,1,230.75,0,230.75,PayPal,In-Store,North
